speech_id,file,year,sentence,negative,neutral,positive,compound score
speech_00084,parnell_source_00338,1880,"... Ladies and Gentlemen: As our worthy president has truly said, while you in this country give help to Ireland to meet the present emergency you also, I feel sure, after having investigated the causes which brought about that necessity bestow upon us your sympathy and assistance in removing those causes.",0.043,0.735,0.222,0.8658
"speech_00087, speech_00088",parnell_source_00341,1880,"... Mr. Parnell was Heartily Received, and expressed his thanks for the kind expressions and warm reception he had received at the hands of the citizens of Lynn.",0,0.692,0.308,0.8658
speech_00092,parnell_source_00347,1885,"And now, gentlemen, having dealt with the proceedings of the Convention to day, I may perhaps be permitted to touch upon one or two matters of great public and general interest and importance at the present moment .",0,0.749,0.251,0.8658
"speech_00049, speech_00050",parnell_source_00249,1886,"The circumstances of the present contest have been well calculated to try your devotion and your spirit of union      and it is a very remarkable fact, indeed, that you should have stood the test.",0,0.731,0.269,0.8655
speech_00055,parnell_source_00285,1880,"He thought that the right hon. Gentleman would find that a persistence in the present attempt to govern Ireland by a centralization system through Dublin Castle would involve a very much greater change in the Constitution of the United Kingdom of Great Britain and Ireland than the proposition then made by the hon. Member for Cork; and he would find also that it would be impossible, even with all the attempts at patchwork from time to time for the purpose of propping up this system of government, to persist in it for many years to come.",0,0.903,0.097,0.8651
speech_00073,parnell_source_00320,1885,"It was impossible to say how far justice would be done under the British Constitution, but they could not ask less than the restitution of Grattan's Parliament and its important privileges.",0,0.717,0.283,0.8643
speech_00050,parnell_source_00261,1886,"When courage was required and was necessary for the interests of the Irish nation, I have shown it; and when moderation was necessary, and when temperate judgment for the nation was necessary, I have had had courage to show it, and I shall never lead the party nor the nation astray.",0.04,0.735,0.226,0.8639
speech_00024,parnell_source_00095,1875,"They had the satisfaction of knowing that the subject of Home Rule would be brought forward next year, but while they were pressing forward taht  project they had not neglected utilitarian measures for the benefit of Ireland.",0,0.78,0.22,0.8629
speech_00003,parnell_source_00007,1875,"There were men of every occupation, rank, and position in life, who were going to be their helpers and coadjutors in carrying out the good work they were all engaged in and bound to see accomplished , so that he thought the Home Rule programme answered the purpose of developing the nationality of the country .",0,0.825,0.175,0.8625
speech_00025,parnell_source_00098,1875,"The popular member was, as he stated, desirous to state to his constituents in that part of the county, as he had already to those of other parts of the county at Navan, some days ago, his opinions on the leading Irish questions, and the progress made by the Home Rule party during the past session in the House of Commons.",0,0.843,0.157,0.8625
speech_00025,parnell_source_00099,1875,"The popular member was, as he stated, desirous to state to his constituents in that part of the county, as he had already to those of other parts of the county at Navan, some days ago, his opinions on the leading Irish questions, and the progress made by the Home Rule party during the past session in the House of Commons.",0,0.843,0.157,0.8625
speech_00049,parnell_source_00238,1886,"I am glad to be able to announce to you that the dispute in reference to the representation of Galway has been settled by the self sacrifice of Mr Lynch and his friends, who have retired in favour of the candidate, Captain O'Shea, recommended by me to the constituency.",0.047,0.724,0.229,0.8625
speech_00052,parnell_source_00277,1886,"How about the case of Brian Kilmartin who was sentenced to penal servitude   for life, I believe   and who, on his case being brought forward, supported by the noble Lord  and by one or two other prominent Conservatives, was released during, I believe, the tenure of office of the right honourable gentleman himself?",0.019,0.796,0.185,0.8625
speech_00070,parnell_source_00300,1880,"He would ask, in view of these circumstances, whether Her Majesty's Government could not give the Committee some assurance that whatever might be the powers they possessed, they would be used with the greatest possible discrimination and discretion, and that they would largely limit the number of cases, in which districts were taxed under the old system for the support of extra police force?",0,0.85,0.15,0.8625
speech_00072,parnell_source_00306,1880,but we have felt it our duty to Americans to enlighten them in reference to some of the channels which are presenting themselves for distributing the relief which you are sending over.,0,0.777,0.223,0.8625
speech_00073,parnell_source_00308,1885,"Sometimes, perhaps, in our anxiety in this direction we have asked them to do what is beyond their strength, but I hold that it is better even to encourage you to do what is beyond your strength even should you fail sometimes in the attempt than to teach you to be subservient and unreliant  .",0.09,0.693,0.217,0.8625
speech_00073,parnell_source_00311,1885,"Sometimes, perhaps, in our anxiety in this direction, we have asked them to do what is beyond their strength, but I hold that it is better even to encourage you to do what is beyond your strength, even should you fail sometimes in the attempt, than to teach you to be subservient and unreliant.",0.09,0.693,0.217,0.8625
speech_00073,parnell_source_00313,1885,"Sometimes, perhaps in our anxiety in this direction we have asked them to do what is beyond their strength, but I hold that it is better to encourage you to do what is beyond your strength, even should you fail sometimes in the attempt, than to teach you to be subservient and unreliant.",0.091,0.689,0.22,0.8625
speech_00073,parnell_source_00314,1885,"Sometimes, perhaps, in our anxiety in this direction, we have asked them to do what is beyond their strength; but I hold that it is better even to encourage you to do what is beyond your strength, even should you fail sometimes in the attempt, than to teach you to be subservient and unreliant .",0.09,0.693,0.217,0.8625
speech_00073,parnell_source_00323,1885,"Sometimes perhaps in our anxiety in this direction we have asked them to do what is beyond their strength; but I hold that it is better even to encourage you to do what is beyond your strength, even should you fail sometimes in the attempt, than to teach you to be subservient and unreliant .",0.09,0.693,0.217,0.8625
speech_00081,parnell_source_00335,1880,"He intended to treat him with the utmost courtesy and consideration, and he hoped, if possible, to induce him to come before them again, to give him an opportunity of replying to him again.",0,0.739,0.261,0.8625
speech_00078,parnell_source_00349,1885,"And, gentlemen, if these two conditions are fulfilled   if we have a united people and a determined body of men believing in their work, showing by every act, by every thought, by every word, that they believe in the right of Ireland to obtain national self government, then the day will not be very far off when you, living as you are in another country, will have the gratification of witnessing the assembly of an Irish Parliament on Irish soil , with full power to guide and watch over the destinies of our nation .",0,0.891,0.109,0.8625
speech_00052,parnell_source_00277,1886,"The Conservative Party has always been most remarkable for its discipline; and, undoubtedly, in its reception of the plan of the Prime Minister, it had in its mind the declaration of the noble Lord  when he announced in a speech some two or three years ago, that they should concede nothing more to the Irish Nationalists, neither in the direction of local self government, county boards, nor anything else .",0,0.871,0.129,0.8622
speech_00004,parnell_source_00024,1875,I know that no personal merit of mine has obtained for me this great triumph.,0.096,0.435,0.469,0.8616
speech_00056,parnell_source_00287,1880,"If the hon. and learned Gentleman would allow him to correct his statement, he would say that, although he had mentioned the number of polling places in county Cork as amounting to 22, he  had had the very best opportunities for knowing that they numbered 50.",0,0.799,0.201,0.8615
speech_00052,parnell_source_00278,1886,"He believed it would not; but, whatever might be the fate of the measure, the cause of Irish autonomy would have gained enormously by the genius of the right hon. gentleman.",0,0.772,0.228,0.8606
speech_00052,parnell_source_00269,1886,"Mr Parnell, who was greeted with loud cheers from the Irish party on rising, said   I am glad to find that we have not been disappointed by the lobby rumours which had been circulated for some days past regarding the right hon gentleman the member for the Border Burghs, and that he has, after all, like the celebrated but unsuccessful French General who defended Paris from the Germans, got his own plan , and that he did not think fit at the close of his interesting speech to give us the details of this important plan.",0.055,0.757,0.189,0.8595
speech_00052,parnell_source_00267,1886,"I believe the cause of Ireland, of Irish autonomy, will gain enormously in a way it never could have otherwise gained by the genius of the right hon gentleman .",0,0.716,0.284,0.8591
speech_00076,parnell_source_00326,1886,"I am pleased, glad, and grateful that I have been able to state, however imperfectly, what the Irish cause is, and however great may have been the deficiencies in my speech, and they undoubtedly exist to a large extent , do not remember them against me, and above all do not permit them to weigh against my countrymen.",0.069,0.733,0.198,0.8591
speech_00078,parnell_source_00328,1885,"Mr. Gladstone commenced by impressing upon his hearers, with that extraordinary wealth of language of which he was possessed, the importance of the Irish question above all other questions, and in that perhaps he alone of all English politicians appeared to discern the truth.",0.038,0.743,0.219,0.8591
speech_00079,parnell_source_00333,1880,"We believe that in this country the sympathy accorded will be generous and noble, despite the efforts of the English press to depreciate the merits of the American nation.",0.053,0.64,0.307,0.8591
speech_00090,parnell_source_00345,1885,"You will see that the intervals between these Parliament called in the way I have described, composed of the English party, the Court party, and returned by constituents in which the great majority of the people consisted of the English garrison.",0,0.796,0.204,0.8591
speech_00049,parnell_source_00238,1886,"... Mr Parnell, who was received with loud applause, seconded it, and said he had listened with pleasure to the very interesting lecture which they had just heard.",0,0.725,0.275,0.8588
speech_00072,parnell_source_00304,1880,"Help us to kill this famine, and I promise you that it will be the last famine, and that the day will not be far distant when Irish men and women may look with pride upon the part which you have taken in bringing about that great work, and you will be able to say that you have a country at home which is no longer enslaved, but a country in every way worthy of the brilliant history of our people, and the magnificent struggles that they have made.",0.134,0.665,0.202,0.8582
speech_00024,parnell_source_00088,1875,"They had the gratification of knowing that the subject of Home Rule would be brought forward next year, but while pressing forward that project they had not neglected the utilitarian measures for the benefit of Ireland.",0,0.777,0.223,0.8578
speech_00053,parnell_source_00282,1886,"He chose not the fairest test, but the test that showed the best results for his argument, and he represented the disparity as a great deal larger than that which actually exists.",0.115,0.622,0.264,0.8577
speech_00053,parnell_source_00303,1886,"He chose not the fairest test, but the test that showed the best results for his argument, and he represented the disparity as a great deal larger than that which actually exists.",0.115,0.622,0.264,0.8577
speech_00056,parnell_source_00287,1880,"Formerly, under the old law, the onus was thrown upon the Lord Lieutenant of providing additional facilities; but it was asked under the present Bill that the onus might be thrown upon the Lord Lieutenant of preventing additional facilities being granted, and he and his hon. Friends could not but consider the request a very reasonable one.",0.018,0.829,0.153,0.8569
speech_00053,parnell_source_00302,1886,"And the result of those two orders working together in the same chamber will be that great questions will be settled on the basis of compromise, and more or less to the satisfaction of both parties.",0,0.778,0.222,0.8568
speech_00077,parnell_source_00327,1886,"... Mr. Parnels , who was once more received with enthusiastic cheers, said,   I just wish to say a word, and only a word, in appreciation, not only of your kind vote of thanks, but also for the way in which you have listened to what I had to say to you this evening.",0,0.776,0.224,0.8567
speech_00029,parnell_source_00110,1875,"Let England have in the strong arms of the Irish people her best defences; if not, she was defenceless.",0.046,0.581,0.372,0.8559
speech_00049,parnell_source_00238,1886,The circumstances of the present contest have been well calculated to try your devotion and your spirit of union      and it is a remarkable fact that you should have stood the test.,0,0.722,0.278,0.8555
"speech_00049, speech_00050",parnell_source_00239,1886,"The circumstances of the present contest have been well calculated to try your devotion and your spirit of union , and it is a remarkable fact that you should have stood the test.",0,0.722,0.278,0.8555
"speech_00049, speech_00050",parnell_source_00241,1886,"He believed he showed courage when courage was required, and he showed, too, that he could be moderate when moderation was necessary.",0,0.634,0.366,0.8555
"speech_00049, speech_00050",parnell_source_00242,1886,The circumstances of the present contest have been well calculated to try your devotion and your spirit of union      and it is a remarkable fact that you should have stood the test.,0,0.722,0.278,0.8555
speech_00050,parnell_source_00248,1886,"In addressing a large meeting in Eyre square, from the steps of the Railway hotel, he said the circumstances of the present contest had been well calculated to try the devotion and spirit of union of the people of Galway, and it was a remarkable fact that they should have stood the test.",0,0.819,0.181,0.8555
speech_00050,parnell_source_00250,1886,"He believed he showed courage when courage was required, and he showed, too, that he could be moderate when moderation was necessary .",0,0.634,0.366,0.8555
"speech_00050, speech_00049",parnell_source_00256,1886,"In addressing a large meeting in Eyre Square from the steps of the Railway Hotel, he said the circumstances of the present contest had been well calculated to try the devotion and spirit of union of the people of Galway, and it was a remarkable fact that they should have stood the test.",0,0.819,0.181,0.8555
speech_00050,parnell_source_00258,1886,"He believed he showed courage when courage was required, and he showed, too, that he could be moderate when moderation was necessary.""",0,0.634,0.366,0.8555
speech_00050,parnell_source_00265,1886,"In addressing a large meeting in Eyre Square from the steps of the Railway Hotel, he said the circumstances of the present contest had been well calculated to try the devotion and spirit of union of the people of Galway and it was a remarkable fact that they should have stood the test.",0,0.819,0.181,0.8555
speech_00073,parnell_source_00320,1885,"When the reckoning up came, after the general election in 1886, they in Ireland would have cause to congratulate themselves upon the position of a strong party, who would break down all opposition, and, with the country behind them, gain for the people those rights which were stolen from them.",0.054,0.736,0.211,0.8555
speech_00073,parnell_source_00332,1885,"Nobody could point to any single action of the Irish Parliamentary party, in or out of the House of Commons, which was not based upon the knowledge that behind them exists a strong and brave people.",0,0.773,0.227,0.8555
speech_00052,parnell_source_00266,1886,"I shall be very glad if I am mistaken on this point, and it is possible I may be; but in any case, whatever the period may be, it would be absolutely within the power of the first Order, in which, from the nature of the franchise, the popular Party in Ireland could not obtain many Representatives, to hang up any measure they pleased, and so to bring the whole proceedings of the Legislature to a deadlock.",0.057,0.787,0.156,0.8554
speech_00003,parnell_source_00006,1875,"Mr. Parnell, High Sheriff, county Wicklow, said he seconded the admission of the gentlemen named with very great pleasure.",0,0.67,0.33,0.8545
speech_00003,parnell_source_00008,1875,"Mr Parnell, High Sheriff, County Wicklow, said he seconded the admission of the gentlemen named with very great pleasure.",0,0.67,0.33,0.8545
speech_00053,parnell_source_00302,1886,"When, however, I consider how many times my colleagues and myself have been forcibly ejected , and how often the necessity of suspending, and if not entirely abrogating the representation of Ireland in this house has been eagerly canvassed by the London press as the necessary solution of the question, perhaps, sir, I may not consider under the present circumstances that this desire on the part of the Liberal members is a very reasonable one.",0,0.867,0.133,0.8526
speech_00052,parnell_source_00269,1886,I am convinced that we have a much stronger claim for the adoption of a standard of 1 20th or 1 22nd as the relative wealth of the two countries than the right honourable gentleman has for adopting the very unfavourable standard of 1 15th.,0.048,0.71,0.242,0.8522
speech_00007,parnell_source_00032,1875,"They then escorted him home through triumphal arches, with tremendous cheering, and with waving of banners and boughs.",0,0.617,0.383,0.8519
speech_00013,parnell_source_00046,1875,"Mr O'Connor Power moved the first resolution declaring that the proposal of the Home Rule League of Ireland and the Home Rule Confederation of Great Britain, was based upon the principles adopted at the Home Rule Conference held in Dublin, as a fair and necessary settlement of the existing difficulties of Great Britain and Ireland.",0.035,0.797,0.167,0.8519
speech_00024,parnell_source_00088,1875,"He meant as to the principle, for of course the schools were to a great extent under local management and the system was given to them, and they had administered it the best way they could.",0,0.799,0.201,0.8519
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"I will ask you to go to work amongst your friends and your neighbours and tell them what I have said to you, and ask them to trust me, and to believe that the cause of Ireland is safe in my hands and that in a very short time I shall bring back to you an Irish Parliament to College green , where you will be masters of your own destinies and of the destinies of our country .",0,0.883,0.117,0.8519
speech_00052,parnell_source_00269,1886,"A Bill, which, if he had succeeded in passing, but, fortunately, it was added to a long list of his failure   but if he had succeeded in passing it, and if it had been successful   a still more doubtful prospect   it would have necessitated the additional payment of a very large sum of money towards buying out Irish landlords   the very thing he denounced to day, with so much eloquence.",0.13,0.636,0.234,0.8519
speech_00052,parnell_source_00269,1886,"It is difficult to express a definite or positive opinion with regard to the Bill before it has been printed, and I should like to reserve a too positive expression of opinion until I have seen the measure, which, I suppose, will be issued on Monday.",0.05,0.716,0.235,0.8519
speech_00052,parnell_source_00277,1886,"It is difficult to express a definite and positive opinion with regard to a Bill before it is in print and I should like to reserve all positive expression of opinion with regard to this measure until I have seen it, which I suppose will be on Monday.",0.048,0.727,0.226,0.8519
speech_00059,parnell_source_00289,1880,"He was sure he  hoped there would be a good harvest; but not one good harvest, nor two good harvests, would remove the pressure in Ireland.",0.08,0.544,0.375,0.8519
speech_00065,parnell_source_00295,1880,"This would not trench much on the Church Surplus, and it would be something out of the £1,500,000, which he felt sure would do a great deal of good.",0,0.729,0.271,0.8519
speech_00067,parnell_source_00297,1880,"But the Ulster Custom had done its work gradually, and, owing to its operation, it had become a recognized principle that the landlord should not raise his rent beyond a certain point, and that a certain saleable interest should be left to the tenant.",0,0.803,0.197,0.8519
speech_00081,parnell_source_00335,1880,"I confidently look forward to the time when the tiller of the soil in Ireland, as in many other countries, shall reap the benefit of his toil,  and hand that result down to his children.",0,0.769,0.231,0.8519
speech_00083,parnell_source_00337,1880,"I thank you for your courtesy and kindness in giving me so patient a hearing, and I now leave the matter in your hands.",0.043,0.542,0.415,0.8519
speech_00086,parnell_source_00340,1880,"We want the people to be benefitted by wise legislation, to be rewarded for their labor.",0,0.538,0.462,0.8519
speech_00085,parnell_source_00343,1880,"I will cherish it as a harbinger of the success which is to attend the present efforts to ameliorate the condition of Ireland.""",0,0.659,0.341,0.8519
speech_00092,parnell_source_00347,1885,"It may appear preposterous, to ask England to concede to us an engine which we announced our intention of using to bring about either separation of the two countries, or which we accepted silently with the intention of so using it; but there is a great difference between having such an intention, or announcing such an intention, and giving counter guarantees against such an intention.",0.028,0.83,0.142,0.8519
speech_00078,parnell_source_00349,1885,"Secondly, we require that those who are entrusted to bear our flag in the Parliament of Westminster shall be men who shall sink all personal considerations, who shall maintain the same union in their ranks that we the Parliamentary Party of 1880 1885 have maintained during the last Parliament    that they shall crush down with an iron hand all dissension in their midst , and above all, that they shall believe in themselves and in the work that they have in hand .",0.018,0.859,0.123,0.8519
speech_00076,parnell_source_00326,1886,"It was sent back to the House of Commons, and the Government, very wisely, as I think, agreed to the amendment in a great portion.",0,0.683,0.317,0.8516
speech_00081,parnell_source_00335,1880,He would do him the justice to say that he had been the very best advocate that circumstances admitted.,0,0.633,0.367,0.8516
speech_00082,parnell_source_00336,1880,"For my part, as one who knows only too well the terrible suffering that now exists in that country, I wish to thank you here to night and the people of this great country for their spontaneous generosity.",0.12,0.581,0.299,0.851
speech_00053,parnell_source_00283,1886,THE RESULT OF THE TWO ORDERS WORKING TOGETHER in the same chamber will enable great questions to be settled on a basis of compromise more or less satisfactory to all parties.,0,0.744,0.256,0.8508
speech_00072,parnell_source_00306,1880,But we don't go as far as that; we say we are willing to give landlords very much better compensation for their interest than they deserve.,0,0.744,0.256,0.8507
speech_00052,parnell_source_00274,1886,"I should be glad if I were mistaken on this point; it is possible that I may be; but in any case, whatever the period might be, it would be absolutely within the power of the first order, in which from the nature of the case the popular party in Ireland could not obtain many representatives, to hang up any measure they pleased, and so to bring the proceedings of the Legislature to a deadlock.",0.058,0.784,0.158,0.85
speech_00001,parnell_source_00001,1874,The Home Rule League Great Meeting in the Rotundo Great Speech of Mr Butt On Saturday a meeting of the Home Rule League was held in the Round Room of the Rotundo.,0,0.78,0.22,0.8481
speech_00029,parnell_source_00109,1875,Let her have in the strong arms and true hearts of the Irish people her best defence; without them she was defenceless.,0.08,0.545,0.375,0.8481
"speech_00049, speech_00050",parnell_source_00242,1886,"I admire the spirit and I appreciate the spirit with which he entered into this candidature, and I equally admire the spirit and the feelings and the temper he has exhibited in withdrawing his candidature.",0.067,0.598,0.335,0.8481
speech_00052,parnell_source_00274,1886,"I do not want to go into the question to night, but after reading the article by Mr. Giffen, which has attracted so much attention, and a communication in The Times of this morning from a gentleman who evidently knows what he is writing about, I think that it is clear that one twentieth is a far better standard of the relative share of the two countries than that most unfortunate standard of one fifteenth which the right hon. gentleman has adopted.",0.061,0.786,0.152,0.8481
speech_00053,parnell_source_00283,1886,"Certainly not by any Irishman of Nationalist opinion, and of course, there are sections among the Irish Nationalists; just as there are sections in the great Conservative party.",0,0.731,0.269,0.8481
speech_00060,parnell_source_00290,1880,"Under all these circumstances, in view of all these changes of front on the part of the Government, three in number during the last three or four days, he thought the Irish Members should be afforded an opportunity of meeting together and considering what policy they would adopt on the Committee stage of the Irish Belief Bill; whether they would permit it to go through on the vague assurance they had received from the Government of the introduction of another measure of the terms of which they knew nothing, or Whether they would adopt some special course.",0.013,0.865,0.121,0.8481
speech_00068,parnell_source_00298,1880,The noble Lord himself was responsible for compelling the Irish Members to use the Forms of the House for the protection of the interests they had at heart.,0,0.673,0.327,0.8481
speech_00073,parnell_source_00308,1885,"The electors   the old electors   the electors who will be swamped  in the great mass of Irishmen now admitted to the rights of the Constitution so far as they existed in this country, were, on the whole, faithful to their trust.",0.05,0.717,0.233,0.8481
speech_00073,parnell_source_00310,1885,"The electors, who would be swamped by the great mass of Irishmen now admitted to the franchise and the rights of the Constitution, so far as they exist in Ireland, were on the whole faithful to their trust.",0.053,0.699,0.248,0.8481
speech_00073,parnell_source_00313,1885,"The electors   the old electors   the electors who will be swamped      in the great mass of Irishmen now admitted to the rights of the Constitution, so far as they existed in this country, were, on the whole, faithful to their trust.",0.05,0.717,0.233,0.8481
speech_00073,parnell_source_00314,1885,"The electors   the old electors   the electors who will be swamped  in the great mass of Irishmen now admitted to the rights of the Constitution, so far as they existed in this country, were, on the whole, faithful to their trust.",0.05,0.717,0.233,0.8481
speech_00073,parnell_source_00317,1885,"Mr. Parnell, in the course of his speech, said the electors, the old electors   the electors who would be swamped in the great mass of Irishmen now to be admitted to the rights of the constitution   so far as they existed in that country, were on the whole faithful to their trust.",0.041,0.768,0.191,0.8481
speech_00073,parnell_source_00323,1885,"The electors who will be swamped      in the great mass of Irishmen now admitted to the rights of the Constitution so far as they existed in this country were, on the whole, faithful to their trust.",0.055,0.686,0.259,0.8481
speech_00073,parnell_source_00330,1885,"The electors who will be swamped in the great mass of Irishmen now admitted to the rights of the Constitution so far as they exist in this country, were on the whole faithful to their trust.",0.055,0.686,0.259,0.8481
speech_00073,parnell_source_00332,1885,"The electors who would be swamped by the great mass of Irishmen now admitted to the franchise and the rights of the Constitution, so far as they exist in Ireland, were, on the whole, faithful to their trust.",0.053,0.699,0.248,0.8481
speech_00086,parnell_source_00340,1880,"We are perfectly willing in a case of this kind, if landlords have not raised the rents, that the fall in prices of agricultural produce should be fairly divided between the landlord and tenant.",0,0.791,0.209,0.8481
speech_00090,parnell_source_00345,1885,"in 1689, driven out of his own kingdom by William of Orange and his rebellious subjects, sought refuge here, that a free and independent and truly representative party was summoned, owing to the exigencies of James, for the first time.",0.046,0.714,0.239,0.8481
speech_00092,parnell_source_00347,1885,"My advice to English statesmen considering this question would be this   Trust the Irish people altogether, or trust them not at all .",0,0.674,0.326,0.8472
speech_00072,parnell_source_00306,1880,"A great famine is upon us, and had it not been for the help which you have been sending over in such bountiful amount, many of my poor countrymen and countrywomen would have been under the sod   but thanks to your generous assistance there has not been much loss of life from famine up to now   and although there has been a great deal of bitter and severe suffering, and although many of our people are daily becoming enfeebled through slow starvation, yet I am happy to think that your help is saving the lives of many hundreds, yes, thousands, of persons and your sympathy and the force of public opinion of this country has been of even more service than the money which you have sent so plentifully to Ireland.",0.165,0.618,0.217,0.8459
speech_00075,parnell_source_00325,1886,"They would desire, and it would be their object, in view of the history of the past, to give the Protestants of Ireland more than fair play; they would endeavour to bring them to the front, and give them the fullest share in the government of Ireland.",0,0.809,0.191,0.8459
speech_00005,parnell_source_00020,1875,"This had been a part of the tradition of England in the past, the tradition by which she came to her present greatness, and by which he hoped she would become greater in the future .",0,0.773,0.227,0.8442
speech_00072,parnell_source_00306,1880,"And I pledged myself that if it appointed a committee mainly composed of men possessing the confidence and respect of the Irish people, I would support it in its appeal to America.",0,0.741,0.259,0.8442
speech_00074,parnell_source_00324,1885,"There will be a difficult and a tedious battle before us, but with pluck, energy, and determination I believe that it is just possible to win it.",0.153,0.519,0.329,0.8442
speech_00080,parnell_source_00334,1880,"When other counties in Ireland have gone wrong, Meath has always been remarkable by the steadfastness with which she has stood by the true political faith.",0.085,0.579,0.336,0.8442
speech_00086,parnell_source_00340,1880,"During the last eight or ten years, owing to the great manufacturing prosperity in England, the prices of beef and butter, and other agricultural produce have advanced enormously.",0,0.733,0.267,0.8442
speech_00093,parnell_source_00348,1885,I could remined you of the thrill of joy with which the appointmet  of his Grace of Dublin was received by Irishmen all the world over .,0,0.707,0.293,0.8442
speech_00050,parnell_source_00244,1886,"Those who know most of the ins and outs  of the O'Shea dispute will best appreciate Mr. Parnell's frank statement that ""under all the circumstances it is one of the most remarkable facts in Irish history that the unity of our cause has been maintained.""",0.05,0.752,0.198,0.8439
speech_00078,parnell_source_00328,1885,"They would all readily admit that the capture of Derry would be, if they succeeded in taking it, and he believed they would , one of the most glorious events in their history.",0,0.761,0.239,0.8439
speech_00055,parnell_source_00285,1880,"He recollected that two or three years ago the Chief Secretary made a very able speech, which produced a very great impression in that House, utterly demolishing a Motion moved by the hon. Member for County Cork , calling attention to the desirability of the restoration of the Irish Parliament, and asking for an inquiry into that subject.",0,0.849,0.151,0.8431
"speech_00049, speech_00050, speech_00051",parnell_source_00240,1886,"Mr. Lynch has acted honourably and fairly towards me, and towards the party   it is not his fault if the Conservatives vote for him to morrow, his name cannot be withdrawn from the poll now, it must appear on the ballot paper, and therefore the Tories have the opportunity to try and play the dirty trick .",0.062,0.74,0.199,0.8425
speech_00084,parnell_source_00338,1880,Nor did it allow any supposed superiority or rights of one class to stand in the way of the progress of the country at large and the contentment and prosperity of the subjects of the crown.,0.038,0.715,0.247,0.8416
speech_00001,parnell_source_00004,1874,"The Chairman, who was received with cheers, said   Ladies and gentlemen, I thank you for the kind manner in which you have voted me to the chair.",0,0.719,0.281,0.8402
speech_00005,parnell_source_00017,1875,"He  did not profess to speak on behalf of the Irish tenant farmers, but he did not believe that Irish tenant farmers, even those living in the Black North, were so locked up in self interest as to be inclined to give up the interest of their country to serve that of their class.",0,0.867,0.133,0.8402
speech_00048,parnell_source_00235xml,1876,"... Ultimately Mr Mitchell Henry withdrew his motion, thouhg Mr Parnell, for soem reason or other best known to himself, challenged a division, and was within easy distance of securing it.",0.038,0.707,0.255,0.8402
speech_00050,parnell_source_00254,1886,"He admired the spirit with which Mr. Lynch had entered the contest, and he also admired the spirit in which he had withdrawn.",0,0.655,0.345,0.8402
speech_00052,parnell_source_00272,1886,"But, whatever may be the fate of the measure, I believe the cause of Ireland, of Irish autonomy, will gain enormously in a way it never could have otherwise gained by the genus of the right hon. gentleman .",0,0.81,0.19,0.8402
speech_00072,parnell_source_00304,1880,"While the New York Herald came out with a show of fairness, and it published the names of the gentlemen whom it wished to take office on its Committee, one of these persons was myself, and if some persons in whom I have confidence could have acted upon this Committee I believe that the landlord and government element in it might have been compelled to do what was right, and, although I was exceedingly unwilling to have any thing to do with such a journal as the New York Herald, or touch pitch lest I might be defied, yet, yielding to the anxious request of my friends I so far consented as to say that if the New York Herald would allow me a proxy to act for me in Ireland pending my return there I would serve on the Committee.",0.014,0.9,0.086,0.8402
speech_00080,parnell_source_00334,1880,"I have the satisfaction of believing that my conduct has been approved of by them, and my highest duty in the future will be to try and retain that confidence which I now believe myself to possess.",0,0.78,0.22,0.8402
speech_00073,parnell_source_00315,1885,"My victory was a very remarkable one      coming as I did amongst you, and representing the principles which I did represent   it was most extraordinary that in the limited constituency of this city at that time and with the ideas that then prevailed amongst that constituency   that you should have selected such a politician as me.",0.032,0.803,0.165,0.8399
speech_00090,parnell_source_00345,1885,"The Irish party were so strong that they succeeded in returning a Speaker, whereupon the English minority took the Speaker of their own choice, who had been beaten in the vote, and voluntarily, and by foce, placed him in the lap of the Speaker who had been elected to the chair by the Irish party .",0.044,0.771,0.185,0.8399
speech_00078,parnell_source_00349,1885,"Since I last had an opportunity of speaking to you upon the National question we have had two very important utterances from English Ministers regarding it   we had the utterance of Lord Hartington  a few days ago at Belfast, and we have reported to day the great speech of Mr. Gladstone in Scotland on the same subject .",0,0.853,0.147,0.8399
speech_00053,parnell_source_00282,1886,"We strongly condemn his proposals, and he returns the compliment by not agreeing with us, so that the honours are pretty easy; but I take his testimony upon this point that as far as the Irish people at home and in America can accept this Bill they have done so without any reservation Whatever in a final sense.",0.051,0.743,0.206,0.8387
"speech_00049, speech_00050",parnell_source_00242,1886,"As I have already told you I did not know of Mr. Lynch's claims, and having recommended I was in my position bound not to recede one hair's breadth, not one jot    0 but to carry through the recommendation to the bitter end, and to test whether the people of Galway and the people of Ireland had the confidence in me which I believe they have, and which I believe the result of this election will show, that during the eleven years since my entering into public life I have never led the Irish people astray   never led them into any crooked path, I have never led the Irish party astray.",0.032,0.857,0.111,0.8381
speech_00004,parnell_source_00022,1875,The late election for the county of Meath has been one of the grandest demonstrations of the vitality and strength of the National principle which Ireland has witnessed for many a day.,0,0.759,0.241,0.836
speech_00024,parnell_source_00087,1875,"Some said the North would not assist the other provinces in obtaining their bill, and that they merely desired the support of the Home Rule party to secure their own.",0,0.724,0.276,0.836
speech_00024,parnell_source_00090,1875,"Some said the North would not assist the other provinces in obtaining their bill, and that they merely desired the support of the Home Rule party to secure their own.",0,0.724,0.276,0.836
speech_00024,parnell_source_00095,1875,He hoped the people of Meath would join heart and soul in placing their great leader in an independent position .,0,0.656,0.344,0.836
